start_fid 	 end_fid 	 tlx 	 tly 	 brx 	 bry	 filename
4392	4406	149	190	153	190	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004392_004406.png
4406	4446	149	189	161	202	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004406_004446.png
4446	4464	149	189	155	189	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004446_004464.png
4464	4569	164	183	188	202	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004464_004569.png
4619	4698	117	222	118	230	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004619_004698.png
4710	4739	113	233	124	234	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004710_004739.png
4740	4805	113	223	133	236	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_004740_004805.png
5017	5462	141	224	144	225	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005017_005462.png
5472	5506	143	219	161	230	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005472_005506.png
5507	5531	152	219	163	232	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005507_005531.png
5531	5541	153	219	160	219	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005531_005541.png
5554	5588	170	216	176	225	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005554_005588.png
5590	5592	172	226	172	227	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005590_005592.png
5597	5616	173	233	175	233	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005597_005616.png
5617	5640	175	234	175	234	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005617_005640.png
5743	5952	109	252	144	270	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005743_005952.png
5952	6185	152	247	188	271	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_005952_006185.png
6613	6937	94	322	120	345	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_006613_006937.png
6948	6960	105	330	109	332	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_006948_006960.png
6960	6979	107	328	110	331	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_006960_006979.png
6979	6980	111	331	111	331	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_006979_006980.png
6980	7034	112	332	112	332	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_006980_007034.png
