('orbiter', 0.0457755120278379)
('mars', 0.04266093974352512)
('climate', 0.039236153166718205)
('underlying', 0.026157435444478804)
('bug', 0.02288775601391895)
('units', 0.02133046987176256)
('was', 0.020629380373807894)
('caused', 0.019618076583359102)
('martin', 0.019618076583359102)
('lockheed', 0.019618076583359102)
('per', 0.017905683294955645)
('nasa', 0.015997852403821917)
('second', 0.015249212445976955)
('atmosphere', 0.013078717722239402)
('rocket', 0.013078717722239402)
('martian', 0.013078717722239402)
('meters', 0.013078717722239402)
('drift', 0.013078717722239402)
('feet', 0.013078717722239402)
('crashed', 0.013078717722239402)
('there', 0.012377628224284737)
('software', 0.012067413931790606)
('happened', 0.01066523493588128)
('planet', 0.01066523493588128)
('english', 0.01066523493588128)
('off', 0.009809038291679551)
('operating', 0.008952841647477823)
('basic', 0.008952841647477823)
("don't", 0.007624606222988477)
('or', 0.006997460296453798)
('suicide', 0.006539358861119701)
('fit', 0.006539358861119701)
('flowchart', 0.006539358861119701)
('sent', 0.006539358861119701)
('famous', 0.006539358861119701)
('entirely', 0.006539358861119701)
('contracted', 0.006539358861119701)
('neither', 0.006539358861119701)
('terms', 0.006539358861119701)
('actual', 0.006539358861119701)
('expecting', 0.006539358861119701)
('miscommunication', 0.006539358861119701)
('mark', 0.006539358861119701)
('metric', 0.006539358861119701)
('programmed', 0.006539358861119701)
('broke', 0.006539358861119701)
('miscommunications', 0.006539358861119701)
('1999', 0.006539358861119701)
('1998', 0.006539358861119701)
('ran', 0.006539358861119701)
('sending', 0.006539358861119701)
('valid', 0.006539358861119701)
('plan', 0.006539358861119701)
('why', 0.006539358861119701)
('mission', 0.00533261746794064)
('crash', 0.00533261746794064)
('mean', 0.00533261746794064)
('specification', 0.00533261746794064)
('libraries', 0.00533261746794064)
('got', 0.00533261746794064)
('quite', 0.00533261746794064)
('least', 0.00533261746794064)
('hardware', 0.00533261746794064)
('actually', 0.005248095222340349)
('they', 0.005248095222340349)
('into', 0.004842595244562916)
('acceptability', 0.004476420823738911)
('compiler', 0.004476420823738911)
('ways', 0.004476420823738911)
('enough', 0.004476420823738911)
('expected', 0.004476420823738911)
('tested', 0.004476420823738911)
('earlier', 0.004476420823738911)
('example', 0.0041258760747615785)
('had', 0.0038123031114942387)
('program', 0.0038123031114942387)
('correct', 0.0038123031114942387)
('both', 0.0038123031114942387)
('anything', 0.0038123031114942387)
('turn', 0.0038123031114942387)
('been', 0.0038123031114942387)
('unit', 0.0038123031114942387)
('basically', 0.0038123031114942387)
('were', 0.0038123031114942387)
('problems', 0.0038123031114942387)
('later', 0.0038123031114942387)
("let's", 0.003498730148226899)
('its', 0.0032696794305598505)
('people', 0.0032696794305598505)
('between', 0.0032696794305598505)
("didn't", 0.0032696794305598505)
('answer', 0.0032696794305598505)
('take', 0.0032696794305598505)
('talk', 0.0032696794305598505)
('ahead', 0.002931407649391632)
('which', 0.002931407649391632)
('test', 0.002931407649391632)
('some', 0.002905557146737749)
('course', 0.002810897645359677)
('under', 0.002810897645359677)
('see', 0.002810897645359677)
('error', 0.002810897645359677)
('system', 0.002810897645359677)
('while', 0.002810897645359677)
('how', 0.002810897645359677)
('bugs', 0.002810897645359677)
('go', 0.002413482786358121)
('quiz', 0.002413482786358121)
('okay', 0.002413482786358121)
('so', 0.0021704947237375545)
('up', 0.0020629380373807893)
('wrong', 0.0020629380373807893)
('in', 0.001871257595950699)
('bit', 0.0017493650741134494)
('your', 0.0017493650741134494)
('kind', 0.0017493650741134494)
('time', 0.0017493650741134494)
('say', 0.0017493650741134494)
('when', 0.0017493650741134494)
('on', 0.0014959192159577747)
('by', 0.0012067413931790606)
('more', 0.0012067413931790606)
('these', 0.0012067413931790606)
('code', 0.0010852473618687773)
('for', 0.0010852473618687773)
('at', 0.0010852473618687773)
('do', 0.0009685190489125831)
('because', 0.0009685190489125831)
('look', 0.0009685190489125831)
('i', 0.0009685190489125831)
('out', 0.0007479596079788874)
('here', 0.0007479596079788874)
('but', 0.0007479596079788874)
('with', 0.0007479596079788874)
('an', 0.0007479596079788874)
('are', 0.0007010894979546634)
('it', 0.0007010894979546634)
('this', 0.0006804573076184359)
('about', 0.0003505447489773317)
('have', 0.0003505447489773317)
('we', 0.00034022865380921796)
('to', 0.0)
('of', 0.0)
('that', 0.0)
('and', 0.0)
('is', 0.0)
('what', 0.0)
('a', 0.0)
('the', 0.0)
