15	19
95	100
124	141
164	169
184	215
217	261
266	292
293	331
336	352
358	423
424	462
463	470
479	484
494	559
563	568
570	592
593	713
714	733
734	800
803	808
828	832
839	844
874	948
949	1012
1015	1024
1031	1063
1064	1204
1205	1211
1219	1228
1235	1241
1244	1253
1254	1262
1266	1273
1283	1300
1312	1323
1324	1329
1333	1417
1425	1459
1461	1571
1572	1580
1588	1699
1708	1869
1874	1894
1904	1911
1917	1925
1943	1954
1955	1960
1967	1972
1987	1997
2006	2020
2024	2035
2056	2080
2083	2093
2094	2104
2115	2171
2176	2212
2217	2253
2254	2279
2283	2285
2290	2340
2341	2342
2343	2382
2384	2392
2405	2419
2423	2430
2432	2433
2447	2463
2471	2476
2495	2499
2506	2541
2552	2572
2579	2585
2587	2601
2609	2620
2654	2659
2661	2668
2669	2674
2701	2710
2723	2728
2735	2738
2747	2752
2771	2776
2785	2901
2902	2908
2909	2925
2926	3028
3029	3034
3039	3052
3054	3064
3080	3135
3137	3233
3239	3353
3363	3400
3414	3429
3431	3439
3447	3702
3705	3724
3731	3830
3833	3873
3875	3883
3884	3892
3893	3917
3918	3928
3932	3985
3986	3990
3991	3993
3999	4013
4014	4064
4069	4099
4103	4108
4109	4114
4120	4123
4126	4180
4182	4190
4199	4204
4223	4227
4230	4238
4244	4264
4288	4292
4307	4438
4444	4495
4498	4504
4506	4566
4570	4660
4667	4672
4676	4700
4715	4720
4725	4732
4733	4775
4779	4781
4784	4804
4819	4857
4859	4864
4874	4879
4887	4924
4949	4965
4966	5020
5021	5031
5032	5053
5054	5072
5073	5200
5202	5207
5208	5227
5240	5254
5259	5264
5265	5321
5327	5345
5347	5358
5368	5374
5387	5392
5406	5410
5414	5488
5493	5500
5511	5524
5535	5557
5568	5572
5586	5603
5608	5638
5639	5655
5656	5752
5759	5764
5789	5802
5804	5824
5835	5872
5873	6014
6018	6162
6165	6172
6185	6231
6233	6341
6347	6353
6359	6364
6371	6386
6388	6412
6413	6418
6436	6442
6443	6454
6455	6462
6479	6481
6566	6657
6658	6728
6730	6762
6764	6772
6797	6842
6843	6935
6937	7000
7004	7014
7015	7024
7025	7049
7055	7060
7079	7084
7085	7146
7149	7236
7237	7360
7364	7399
7403	7504
7509	7579
7598	7601
7602	7625
7637	7695
7697	7721
7738	7774
7779	7788
7789	7808
7816	7842
7844	7901
7902	7959
7960	7984
7985	8013
8019	8038
8039	8118
8119	8262
8281	8285
8287	8379
8380	8420
8431	8463
8465	8472
8473	8526
8532	8535
8549	8554
8591	8628
8638	8709
8710	8764
8775	8779
8819	8824
8864	8872
8888	8899
