29	274
29	269
29	269
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	270
29	268
29	269
29	268
29	269
29	268
29	269
29	268
29	269
29	268
29	269
29	268
29	269
29	268
29	269
29	269
29	268
29	268
29	268
29	268
29	268
29	268
29	268
29	268
29	268
29	268
29	268
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
29	28
93	98
91	100
86	105
77	107
73	106
71	103
71	103
70	104
70	104
65	134
65	134
64	134
99	102
99	97
109	100
65	158
55	171
67	176
118	131
121	144
120	137
120	125
111	104
111	104
108	60
120	162
107	171
140	137
147	126
139	120
144	117
152	108
138	161
137	169
127	171
137	73
141	74
158	171
162	175
170	177
195	146
195	142
195	127
196	121
195	114
194	110
191	107
183	65
196	130
197	130
196	138
196	145
205	160
205	173
180	179
179	179
181	179
244	111
247	104
237	91
235	62
244	145
237	174
238	174
267	135
273	127
265	125
263	145
264	151
269	151
266	150
264	150
266	170
275	170
276	170
259	176
261	176
260	176
261	176
261	176
260	176
261	176
260	176
261	176
261	176
261	176
259	176
260	176
261	176
260	176
261	176
260	176
261	176
260	176
261	176
260	176
260	176
115	185
115	185
115	185
111	187
93	192
82	195
73	198
51	212
41	220
31	232
29	236
29	241
29	243
29	244
29	245
29	245
29	245
29	245
29	245
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	246
29	245
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
29	247
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
41	251
